"Category Name","Course Name","First Instructor Name","Course Description","# of Students Enrolled","# of Ratings"
data-science,"IBM Data Analyst Professional Certificate","What you will learn","This course presents a gentle introduction into the concepts of data analysis, the role of a Data Analyst, and the tools that are used to perform daily functions. You will gain an understanding of the data ecosystem and the fundamentals of data analysis, such as data gathering or data mining.  You will then learn the soft skills that are required to effectively communicate your data to stakeholders, and how mastering these skills can give you the option to become a data driven decision maker.This course will help you to differentiate between the roles of a Data Analyst, Data Scientist, and Data Engineer. You will learn the responsibilities of a Data Analyst and exactly what data analysis entails. You will be able to summarize the data ecosystem, such as databases and data warehouses. You will then uncover the major vendors within the data ecosystem and explore the various tools on-premise and in the cloud. Continue this exciting journey and discover Big Data platforms such as Hadoop, Hive, and Spark. By the end of this course you will be able to visualize the daily life of a Data Analyst, understand the different career paths that are available for data analytics, and identify the many resources available for mastering this profession.

     Throughout this course you will learn the key aspects to data analysis. You will begin to explore the fundamentals of gathering data, and learning how to identify your data sources. You will then learn how to clean, analyze, and share your data with the use of visualizations and dashboard tools. This all comes together in the final project where it will test your knowledge of the course material, explore what it means to be a Data Analyst, and provide a real-world scenario of data analysis. 

     This course does not require any prior data analysis, spreadsheet, or computer science experience. All you need to get started is basic computer literacy, high school level math, and access to a modern web browser such as Chrome or Firefox.",,
data-science,"Python Data Structures","Learner Career Outcomes","This course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists, dictionaries, and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook “Python for Everybody”.  This course covers Python 3.",898109,90224
data-science,"Excel Skills for Business Specialization","Take Courses","In this first course of the specialization Excel Skills for Business, you will learn the essentials of Microsoft Excel. Within six weeks, you will be able to expertly navigate the Excel user interface, perform basic calculations with formulas and functions, professionally format spreadsheets, and create visualizations of data through charts and graphs.Whether you are self-taught and want to fill in the gaps for better efficiency and productivity, or whether you have never used Excel before, this course will set you up with a solid foundation to become a confident user and develop more advanced skills in later courses. 

The best way to learn Excel is to use Excel. In this course, learners will solve a broad range of business problems as they apply the Excel skills and techniques they learn along the way. This course uses downloadable Excel workbooks and full data sets with applied examples and practical challenge exercises. This provides learners with countless opportunities to practice their Excel skills while discovering new and useful productivity features of Excel for a variety of business contexts.

Spreadsheet software is one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. At a time when digital skills jobs are growing much faster than non-digital jobs, make sure to position yourself ahead of the rest by adding Excel skills to your employment portfolio.",427152,
data-science,"Applied Data Science with Python Specialization","Take Courses","Some related experience required.This course should be taken before any of the other Applied Data Science with Python courses: Applied Plotting, Charting & Data Representation in Python, Applied Machine Learning in Python, Applied Text Mining in Python, Applied Social Network Analysis in Python.",351860,
data-science,"Introduction to Data Science Specialization","Take Courses","No prior experience required.The art of uncovering the insights and trends in data has been around since ancient times. The ancient Egyptians used census data to increase efficiency in tax collection and they accurately predicted the flooding of the Nile river every year. Since then, people using data to derive insights and predict outcomes have carved out a unique and distinct field for the work they do. This field is data science.  

In today's world, we use Data Science to find patterns in data, and make meaningful, data driven conclusions and predictions.  

This course is for everyone, and teaches concepts like Machine Learning, Deep Learning, and Neural Networks  and how companies apply data science in business.  

You will meet several data scientists, who will share their insights and experiences in Data Science. By taking this introductory course, you will begin your journey into the thriving field that is Data Science!",71173,
data-science,"Meta Database Engineer Professional Certificate","Build the Skills to Get Job Ready","In this course, you will be introduced to databases and explore the modern ways in which they are used. Learn to distinguish between different types of database management systems then practice basic creation and data selection with the use of Structured Query Language (SQL) commands. By the end of this course, you’ll be able to: 

- Demonstrate a working knowledge of the concepts and principles that underpin how databases work
- Identify and explain the different types of core technology and management systems used in
   databases
- Identify and interpret basic SQL statements and commands
- Manipulate records in a database with the use of SQL statements and commands
- Outline alternatives to SQL
- and plan and design a simple relational database system

You’ll also gain experience with the following:

• Fundamental concepts in database 
• Basic MySQL syntax and commands
• Database management systems
• MySQL software
• Relational databases",7822,
data-science,"Machine Learning Specialization","Take Courses","In the first course of the Machine Learning Specialization, you will:• Build machine learning models in Python using popular machine learning libraries NumPy and scikit-learn.
• Build and train supervised machine learning models for prediction and binary classification tasks, including linear regression and logistic regression

The Machine Learning Specialization is a foundational online program created in collaboration between DeepLearning.AI and Stanford Online. In this beginner-friendly program, you will learn the fundamentals of machine learning and how to use these techniques to build real-world AI applications. 

This Specialization is taught by Andrew Ng, an AI visionary who has led critical research at Stanford University and groundbreaking work at Google Brain, Baidu, and Landing.AI to advance the AI field.

This 3-course Specialization is an updated and expanded version of Andrew’s pioneering Machine Learning course, rated 4.9 out of 5 and taken by over 4.8 million learners since it launched in 2012. 

It provides a broad introduction to modern machine learning, including supervised learning (multiple linear regression, logistic regression, neural networks, and decision trees), unsupervised learning (clustering, dimensionality reduction, recommender systems), and some of the best practices used in Silicon Valley for artificial intelligence and machine learning innovation (evaluating and tuning models, taking a data-centric approach to improving performance, and more.)

By the end of this Specialization, you will have mastered key concepts and gained the practical know-how to quickly and powerfully apply machine learning to challenging real-world problems. If you’re looking to break into AI or build a career in machine learning, the new Machine Learning Specialization is the best place to start.",78688,
data-science,"IBM Data Warehouse Engineer Professional Certificate","Build the Skills to Get Job Ready","This course introduces you to the core concepts, processes, and tools you need to know in order to get a foundational knowledge of data engineering. You will gain an understanding of the modern data ecosystem and the role Data Engineers, Data Scientists, and Data Analysts play in this ecosystem. The Data Engineering Ecosystem includes several different components. It includes disparate data types, formats, and sources of data. Data Pipelines gather data from multiple sources, transform it into analytics-ready data, and make it available to data consumers for analytics and decision-making. Data repositories, such as relational and non-relational databases, data warehouses, data marts, data lakes, and big data stores process and store this data. Data Integration Platforms combine disparate data into a unified view for the data consumers. You will learn about each of these components in this course. You will also learn about Big Data and the use of some of the Big Data processing tools. 

A typical Data Engineering lifecycle includes architecting data platforms, designing data stores, and gathering, importing, wrangling, querying, and analyzing data. It also includes performance monitoring and finetuning to ensure systems are performing at optimal levels. In this course, you will learn about the data engineering lifecycle. You will also learn about security, governance, and compliance. 

Data Engineering is recognized as one of the fastest-growing fields today. The career opportunities available in the field and the different paths you can take to enter this field are discussed in the course. 

The course also includes hands-on labs that guide you to create your IBM Cloud Lite account, provision a database instance, load data into the database instance, and perform some basic querying operations that help you understand your dataset.",2876,
data-science,"Mathematics for Engineers Specialization","Take Courses","This course is all about matrices, and concisely covers the linear algebra that an engineer should know.   The mathematics in this course is presented at the level of an advanced high school student, but typically students should take this course after completing a university-level single variable calculus course.  There are no derivatives or integrals in this course, but students are expected to have attained a sufficient level of mathematical maturity.  Nevertheless, anyone who wants to learn the basics of matrix algebra is welcome to join.The course contains 38 short lecture videos, with a few problems to solve after each lecture.  And after each substantial topic, there is a short practice quiz.  Solutions to the problems and practice quizzes can be found in instructor-provided lecture notes.  There are a total of four weeks in the course, and at the end of each week there is an assessed quiz.

Download the lecture notes:
http://www.math.ust.hk/~machas/matrix-algebra-for-engineers.pdf

Watch the promotional video: 
https://youtu.be/IZcyZHomFQc",4100,
data-science,"Linux and Bash for Data Engineering","Noah Gift","In this second course of the Python, Bash and SQL Essentials for Data Engineering Specialization, you will learn the fundamentals of Linux necessary to perform data engineering tasks. Additionally, you will explore how to use both Bash and zsh configurations, and develop the syntax needed to interact and control Linux. These skills will allow you to manage and manipulate databases in a Bash environment.Data engineers today need a solid foundation in a few essential areas: Python, Bash and SQL. In Python, Bash and SQL Essentials for Data Engineering, we provide a nuts and bolts overview of these fundamental skills needed for entering the world of data engineering. Led by three professional data engineers, this Specialization will provide quick and accessible ways to learn data engineering strategies, give you a chance to practice what you’ve learned in integrated lab exercises, and then immediately apply these techniques in your professional or academic life.",2163,16
data-science,"The Structured Query Language (SQL)","Alan Paradise","In this course you will learn all about the Structured Query Language (""SQL"".)   We will review the origins of the language and its conceptual foundations.   But primarily, we will focus on learning all the standard SQL commands, their syntax, and how to use these commands to conduct analysis of the data within a relational database.  Our scope includes not only the SELECT statement for retrieving data and creating analytical reports, but also includes the DDL (""Data Definition Language"") and DML (""Data Manipulation Language"") commands necessary to create and maintain database objects.The Structured Query Language (SQL) can be taken for academic credit as part of CU Boulder’s Master of Science in Data Science (MS-DS) degree offered on the Coursera platform. The MS-DS is an interdisciplinary degree that brings together faculty from CU Boulder’s departments of Applied Mathematics, Computer Science, Information Science, and others. With performance-based admissions and no application process, the MS-DS is ideal for individuals with a broad range of undergraduate education and/or professional experience in computer science, information science, mathematics, and statistics. Learn more about the MS-DS program at https://www.coursera.org/degrees/master-of-science-data-science-boulder.",15223,218
data-science,"Business Data Management and Communication Specialization","Take Courses","Some related experience required.Upon successful completion of this course, you will be able to:

•	Understand main financial statements and the financial information they provide
•	Write a financial transaction in financial accounting language and understand how this impacts main financial statements
•	Understand how accrual accounting and fundamental accounting concepts work
•	Understand revenue recognition principles and how they impact main financial statements
•	Account for accounts receivables and inventories.  

This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu.",,
data-science,"Work Smarter with Microsoft Excel"," Microsoft","This course is intended for learners with some experience using Microsoft Windows, who are seeking to build presentation skills with Microsoft Excel. To be successful in this course you should have an understanding of the basics of using a Windows-based computer. Experience with printing and using a web browser are an asset, but not required.Knowing how to use Microsoft Office products is essential in any professional setting. Whether you want to expand your expertise to apply for a new role, start your own business, or simply develop a new personal skill this course is for you.

This course will introduce you to Microsoft’s powerful and easy-to-use spreadsheet program, which provides you with an extensive set of tools to organize, analyze, present, and store data.  If you are familiar with Excel’s basic features you can take your skills to the next level. If you are a beginner you will get the opportunity to develop basic Excel skills. 

In this course, you will become comfortable with creating a new spreadsheet, working with basic formulas and functions, making your spreadsheets look professional and presentable, and saving and printing a spreadsheet. 

By the end of this course, you will be comfortable creating advanced formulas, analyzing data with functions, analyzing data using functions and PivotTables, working with tables, visualizing data with charts, working with graphical objects, and enhancing workbooks.

This course will help you prepare for Exam MO-200: Microsoft Excel (Excel and Excel 2019). You will get opportunities to demonstrate the ability to create and edit a workbook with multiple sheets and use a graphic element to represent data visually. You will also show that you can apply the correct application of the principal features of Excel and complete tasks independently.",37409,421
data-science,"Writing Secure Code in C++ Specialization","Take Courses","Some related experience required.",,
data-science,"Analyzing and Visualizing Data in Looker","Google Cloud Training","In this course, you learn how to do the kind of data exploration and analysis in Looker that would formerly be done primarily by SQL developers or analysts. Upon completion of this course, you will be able to leverage Looker's modern analytics platform to find and explore relevant content in your organization’s Looker instance, ask questions of your data, create new metrics as needed, and build and share visualizations and dashboards to facilitate data-driven decision making.",12514,242
data-science,"Meta Marketing Analytics Professional Certificate","Build the Skills to Get Job Ready","This course lays the foundation of marketing analytics. You’ll learn the basic principles of marketing. You’ll learn the role analytics plays in digital marketing and how data is collected and managed for marketing. You will also learn basic privacy regulations that govern the online marketing space as well as common challenges when working with marketing data. By the end of this course you will be able to:
• Describe how data and measurement inform a marketing action
• Describe the basic principles of marketing
• Identify why measurement and analytics matter in digital marketing
• Describe how data is collected and related to digital marketing
• Explain the significance of the privacy regulations that govern the online marketing space
• Describe the Meta pixel and how it is created on the Meta platform
• Describe how information is recorded on mobile devices
• Explain how an API connects data captured offline to an online platform
• Describe common platforms for online data management and evaluation
• Navigate Google Analytics and Meta Ads Manager reports

Regardless of your current marketing and analytics experience, this course will help you build a solid foundation for incorporating data into your marketing efforts. 

Learners don't need marketing or data analysis experience, but should have basic internet navigation skills and be eager to participate.",28348,
data-science,"Data Science for Investment Professionals Specialization","Take Courses","Aimed at investment professionals or those with investment industry knowledge, this course offers an introduction to the basic data and statistical techniques that underpin data analysis and lays an essential foundation in the techniques that are used in big data and machine learning. It introduces the topics and gives practical examples of how they are used by investment professionals, including the importance of presenting the “data story"" by using appropriate visualizations and report writing. In this course you will learn how to: 
- Explain basic statistical measures and their application to real-life data sets 
- Calculate and interpret measures of dispersion and explain deviations from a normal distribution 
- Understand the use and appropriateness of different distributions 
- Compare and contrast ways of visualizing data and create them using Python (no prior knowledge of Python necessary)
- Explain sampling theory and draw inferences about population parameters from sample statistics 
- Formulate hypotheses on investment problems

This course is part of the Data Science for Investment Professionals Specialization offered by CFA Institute.",2821,
data-science,"Dasar-dasar Analitik Data: Data, Data di Mana-mana","Google Career Certificates","Ini adalah materi pertama dalam program Sertifikasi Data Analitik Google. Materi ini akan membekali Anda dengan keterampilan yang Anda butuhkan untuk melamar kerja sebagai analis data tingkat pemula. Semua jenis organisasi membutuhkan analis data untuk memperbaiki proses operasional mereka, mengidentifikasi peluang dan tren, meluncurkan produk baru, dan membuat keputusan yang tepat. Di materi ini, Anda akan diperkenalkan dengan dunia analitik data berdasarkan kurikulum yang langsung dikembangkan oleh Google. Materi yang dibahas mencakup berbagai topik penting dalam analisis data, dan dirancang untuk memberi gambaran umum tentang apa yang akan Anda pelajari dalam program Sertifikasi Analitik Data Google. Analis data Google akan mengajarkan dan memberi tahu Anda cara untuk menyelesaikan tugas analis data yang umum dengan menggunakan alat dan sumber daya terbaik.Peserta didik yang menyelesaikan program sertifikasi ini akan memiliki bekal yang cukup untuk melamar kerja sebagai analis data tingkat pemula. Tidak membutuhkan pengalaman apa pun.

Di akhir materi ini, Anda akan
- Mendapatkan pemahaman tentang praktik dan proses yang digunakan oleh analis data junior sehari-hari. 
- Mempelajari tentang keterampilan analitis utama (pembersihan data, analisis data, visualisasi data) dan alat (spreadsheet, SQL, pemrograman R, Tableau) yang dapat ditambahkan di set perangkat profesional Anda. 
- Menemukan berbagai macam istilah dan konsep yang berhubungan dengan pekerjaan analis data junior, seperti siklus hidup data dan proses analisis data. 
- Mengevaluasi peran analitik dalam ekosistem data. 
- Melakukan penilaian mandiri dengan pola pikir analitis. 
- Menelusuri peluang kerja yang tersedia setelah Anda menyelesaikan  program ini, dan mempelajari tentang praktik baik dalam pencarian kerja.",8800,430
data-science,"Unsupervised Learning, Recommenders, Reinforcement Learning","Andrew Ng","In the third course of the Machine Learning Specialization, you will:• Use unsupervised learning techniques for unsupervised learning: including clustering and anomaly detection.
• Build recommender systems with a collaborative filtering approach and a content-based deep learning method.
• Build a deep reinforcement learning model.

The Machine Learning Specialization is a foundational online program created in collaboration between DeepLearning.AI and Stanford Online. In this beginner-friendly program, you will learn the fundamentals of machine learning and how to use these techniques to build real-world AI applications. 

This Specialization is taught by Andrew Ng, an AI visionary who has led critical research at Stanford University and groundbreaking work at Google Brain, Baidu, and Landing.AI to advance the AI field.

This 3-course Specialization is an updated and expanded version of Andrew’s pioneering Machine Learning course, rated 4.9 out of 5 and taken by over 4.8 million learners since it launched in 2012. 

It provides a broad introduction to modern machine learning, including supervised learning (multiple linear regression, logistic regression, neural networks, and decision trees), unsupervised learning (clustering, dimensionality reduction, recommender systems), and some of the best practices used in Silicon Valley for artificial intelligence and machine learning innovation (evaluating and tuning models, taking a data-centric approach to improving performance, and more.)

By the end of this Specialization, you will have mastered key concepts and gained the practical know-how to quickly and powerfully apply machine learning to challenging real-world problems. If you’re looking to break into AI or build a career in machine learning, the new Machine Learning Specialization is the best place to start.",33030,303
data-science,"Advanced Learning Algorithms","Andrew Ng","In the second course of the Machine Learning Specialization, you will:• Build and train a neural network with TensorFlow to perform multi-class classification
• Apply best practices for machine learning development so that your models generalize to data and tasks in the real world
• Build and use decision trees and tree ensemble methods, including random forests and boosted trees

The Machine Learning Specialization is a foundational online program created in collaboration between DeepLearning.AI and Stanford Online. In this beginner-friendly program, you will learn the fundamentals of machine learning and how to use these techniques to build real-world AI applications. 

This Specialization is taught by Andrew Ng, an AI visionary who has led critical research at Stanford University and groundbreaking work at Google Brain, Baidu, and Landing.AI to advance the AI field.

This 3-course Specialization is an updated and expanded version of Andrew’s pioneering Machine Learning course, rated 4.9 out of 5 and taken by over 4.8 million learners since it launched in 2012. 

It provides a broad introduction to modern machine learning, including supervised learning (multiple linear regression, logistic regression, neural networks, and decision trees), unsupervised learning (clustering, dimensionality reduction, recommender systems), and some of the best practices used in Silicon Valley for artificial intelligence and machine learning innovation (evaluating and tuning models, taking a data-centric approach to improving performance, and more.)

By the end of this Specialization, you will have mastered key theoretical concepts and gained the practical know-how to quickly and powerfully apply machine learning to challenging real-world problems. If you’re looking to break into AI or build a career in machine learning, the new Machine Learning Specialization is the best place to start.",46250,767
data-science,"機器學習基石下 (Machine Learning Foundations)---Algorithmic Foundations",林軒田,"Machine learning is the study that allows computers to adaptively improve their performance with experience accumulated from the data observed. Our two sister courses teach the most fundamental algorithmic, theoretical and practical tools that any user of machine learning needs to know. This second course of the two would focus more on algorithmic tools, and the other course would focus more on mathematical tools. [機器學習旨在讓電腦能由資料中累積的經驗來自我進步。我們的兩項姊妹課程將介紹各領域中的機器學習使用者都應該知道的基礎演算法、理論及實務工具。本課程將較為著重方法類的工具，而另一課程將較為著重數學類的工具。]to get good logistic hypothesis",15003,309
data-science,"Fundamentos: dados, dados, em todos os lugares","Google Career Certificates","Este é o primeiro curso do Certificado de análise de dados do Google. Estes cursos darão a você as habilidades necessárias para se candidatar em empregos de analista de dados de nível introdutório. Organizações de todos os tipos precisam de analistas de dados para ajudá-las a melhorar os processos, identificar oportunidades e tendências, lançar novos produtos e tomar decisões conscientes. Neste curso, você conhecerá o mundo da análise de dados com um currículo prático desenvolvido pelo Google. O material compartilhado abrange muitos tópicos importantes de análise de dados e foi projetado para oferecer uma visão geral do que está por vir no Certificado de análise de dados do Google. Os analistas de dados do Google vão instruir e oferecer maneiras práticas de realizar tarefas comuns de analistas de dados com as melhores ferramentas e recursos.Os alunos que concluírem este programa de certificação poderão se candidatar a empregos de nível introdutório para analista de dados. Nenhuma experiência anterior é necessária.

Ao final deste curso, você poderá:
- Ter uma compreensão das práticas e dos processos utilizados por um analista de dados júnior ou associado no trabalho cotidiano. 
- Aprender sobre as principais habilidades (limpeza, análise e visualização de dados) e ferramentas (planilhas, SQL, programação R, Tableau) analíticas que você pode incluir às ferramentas profissionais que já tem. 
- Descobrir uma ampla variedade de termos e conceitos relevantes para a função de analista de dados júnior, como o ciclo de vida e o processo de análise de dados. 
- Avaliar o papel da análise no ecossistema de dados. 
- Realizar uma autoavaliação de pensamento analítico. 
- Explorar as oportunidades de emprego disponíveis após a conclusão do programa e aprender sobre as práticas recomendadas na procura de uma vaga.",13922,501
data-science,"Spatial Analysis and Satellite Imagery in a GIS","Don Boyes","In this course, you will learn how to analyze map data using different data types and methods to answer geographic questions. First, you will learn how to filter a data set using different types of queries to find just the data you need to answer a particular question. Then, we will discuss simple yet powerful analysis methods that use vector data to find spatial relationships within and between data sets. In this section, you will also learn about how to use ModelBuilder, a simple but powerful tool for building analysis flowcharts that can then also be run as models. You will then learn how to find, understand, and use remotely sensed data such as satellite imagery, as a rich source of GIS data. You will then learn how to analyze raster data. Finally, you will complete your own project where you get to try out the new skills and tools you have learned about in this course.Note: software is not provided for this course.",21535,488
data-science,"機器學習基石上 (Machine Learning Foundations)---Mathematical Foundations",林軒田,"Machine learning is the study that allows computers to adaptively improve their performance with experience accumulated from the data observed. Our two sister courses teach the most fundamental algorithmic, theoretical and practical tools that any user of machine learning needs to know. This first course of the two would focus more on mathematical tools, and the other course would focus more on algorithmic tools. [機器學習旨在讓電腦能由資料中累積的經驗來自我進步。我們的兩項姊妹課程將介紹各領域中的機器學習使用者都應該知道的基礎演算法、理論及實務工具。本課程將較為著重數學類的工具，而另一課程將較為著重方法類的工具。]",42378,879
data-science,"Machine Learning Specialization","Take Courses","In the first course of the Machine Learning Specialization, you will:• Build machine learning models in Python using popular machine learning libraries NumPy and scikit-learn.
• Build and train supervised machine learning models for prediction and binary classification tasks, including linear regression and logistic regression

The Machine Learning Specialization is a foundational online program created in collaboration between DeepLearning.AI and Stanford Online. In this beginner-friendly program, you will learn the fundamentals of machine learning and how to use these techniques to build real-world AI applications. 

This Specialization is taught by Andrew Ng, an AI visionary who has led critical research at Stanford University and groundbreaking work at Google Brain, Baidu, and Landing.AI to advance the AI field.

This 3-course Specialization is an updated and expanded version of Andrew’s pioneering Machine Learning course, rated 4.9 out of 5 and taken by over 4.8 million learners since it launched in 2012. 

It provides a broad introduction to modern machine learning, including supervised learning (multiple linear regression, logistic regression, neural networks, and decision trees), unsupervised learning (clustering, dimensionality reduction, recommender systems), and some of the best practices used in Silicon Valley for artificial intelligence and machine learning innovation (evaluating and tuning models, taking a data-centric approach to improving performance, and more.)

By the end of this Specialization, you will have mastered key concepts and gained the practical know-how to quickly and powerfully apply machine learning to challenging real-world problems. If you’re looking to break into AI or build a career in machine learning, the new Machine Learning Specialization is the best place to start.",78688,
data-science,"Supervised Machine Learning: Regression and Classification ","Andrew Ng","In the first course of the Machine Learning Specialization, you will:• Build machine learning models in Python using popular machine learning libraries NumPy and scikit-learn.
• Build and train supervised machine learning models for prediction and binary classification tasks, including linear regression and logistic regression

The Machine Learning Specialization is a foundational online program created in collaboration between DeepLearning.AI and Stanford Online. In this beginner-friendly program, you will learn the fundamentals of machine learning and how to use these techniques to build real-world AI applications. 

This Specialization is taught by Andrew Ng, an AI visionary who has led critical research at Stanford University and groundbreaking work at Google Brain, Baidu, and Landing.AI to advance the AI field.

This 3-course Specialization is an updated and expanded version of Andrew’s pioneering Machine Learning course, rated 4.9 out of 5 and taken by over 4.8 million learners since it launched in 2012. 

It provides a broad introduction to modern machine learning, including supervised learning (multiple linear regression, logistic regression, neural networks, and decision trees), unsupervised learning (clustering, dimensionality reduction, recommender systems), and some of the best practices used in Silicon Valley for artificial intelligence and machine learning innovation (evaluating and tuning models, taking a data-centric approach to improving performance, and more.)

By the end of this Specialization, you will have mastered key concepts and gained the practical know-how to quickly and powerfully apply machine learning to challenging real-world problems. If you’re looking to break into AI or build a career in machine learning, the new Machine Learning Specialization is the best place to start.",141469,3590
data-science,"Excel Skills for Business: Intermediate I","Nicky Bull","Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In the United States alone, millions of job advertisements requiring Excel skills are posted every day. Research by Burning Glass Technologies and Capital One shows that digitals skills lead to higher income and better employment opportunities at a time when digital skills job are growing much faster than non-digital jobs.In this second course of our Excel specialization Excel Skills for Business you will build on the strong foundations of the Essentials course. Intermediate Skills I will expand your Excel knowledge to new horizons. You are going to discover a whole range of skills and techniques that will become a standard component of your everyday use of Excel. In this course, you will build a solid layer of more advanced skills so you can manage large datasets and create meaningful reports. These key techniques and tools will allow you to add a sophisticated layer of automation and efficiency to your everyday tasks in Excel.

Once again, we have brought together a great teaching team that will be with you every step of the way. Prashan and Nicky will guide you through each week (and I am even going to make a guest appearance in Week 5 to help you learn about my favourite tool in Excel - shh, no spoilers!). Work through each new challenge step-by-step and in no time you will surprise yourself by how far you have come. This time around, we are going to follow Uma's trials and tribulations as she is trying to find her feet in a new position in the fictitious company PushPin. For those of you who have done the Essentials course, you will already be familiar with the company. Working through her challenges which are all too common ones that we encounter everyday, will help you to more easily relate to the skills and techniques learned in each week and apply them to familiar and new contexts.",275429,15103
data-science,"Introdução à Ciência da Computação com Python Parte 1","Fabio Kon","Bem vindo ao curso de Introdução à Ciência da Computação destinado aos alunos regulares da Universidade de São Paulo e a todos os demais interessados em aprender não só a programar em Python mas também os conceitos básicos da Ciência da Computação!Aqui você irá aprender os principais conceitos introdutórios de Ciência da Computação e também aprenderá a desenvolver pequenos programas na linguagem Python. 

Este curso não possui pré-requisitos. Não é esperado que você tenha qualquer experiência prévia em programação, no entanto, se supõe que o aluno domine os conceitos básicos de matemática do ensino fundamental.

O objetivo principal é desenvolver o raciocínio aplicado à formulação e resolução de problemas computacionais. O ato de programar é uma ferramenta útil para trabalhar esse raciocínio, bem como tornar mais concretos outros conceitos comuns em Ciência da Computação.
 
Ao término do curso, o aluno estará capacitado para escrever pequenos programas em Python e prosseguir para a parte 2 do curso.

Bom aprendizado!

===
Esse curso foi elaborado com o apoio dos Profs. José Coelho de Pina e Carlos Hitoshi Morimoto do Departamento de Ciência da Computação do IME-USP. 

Nelson Posse Lago, gerente técnico do CCSL-IME-USP, Vinicius Frota, Gabriel Crispino, Antonio Abello, Athos Ribeiro e Yorah Bosse têm sido excelentes assistentes de ensino, ajudando a manter a qualidade do curso.",206845,6376
data-science,"Getting started with TensorFlow 2","Dr Kevin Webster","Welcome to this course on Getting started with TensorFlow 2!In this course you will learn a complete end-to-end workflow for developing deep learning models with Tensorflow, from building, training, evaluating and predicting with models using the Sequential API, validating your models and including regularisation, implementing callbacks, and saving and loading models. 

You will put concepts that you learn about into practice straight away in practical, hands-on coding tutorials, which you will be guided through by a graduate teaching assistant. In addition there is a series of automatically graded programming assignments for you to consolidate your skills.

At the end of the course, you will bring many of the concepts together in a Capstone Project, where you will develop an image classifier deep learning model from scratch.

Tensorflow is an open source machine library, and is one of the most widely used frameworks for deep learning. The release of Tensorflow 2 marks a step change in the product development, with a central focus on ease of use for all users, from beginner to advanced level. This course is intended for both users who are completely new to Tensorflow, as well as users with experience in Tensorflow 1.x.

The prerequisite knowledge required in order to be successful in this course is proficiency in the python programming language, (this course uses python 3), knowledge of general machine learning concepts (such as overfitting/underfitting, supervised learning tasks, validation, regularisation and model selection), and a working knowledge of the field of deep learning, including typical model architectures (MLP/feedforward and convolutional neural networks), activation functions, output layers, and optimisation.",28642,469
data-science,"SQL for Data Science","Learner Career Outcomes","As data collection has increased exponentially, so has the need for people skilled at using and interacting with data; to be able to think critically, and provide insights to make better decisions and optimize their businesses. This is a data scientist, “part mathematician, part computer scientist, and part trend spotter” (SAS Institute, Inc.). According to Glassdoor, being a data scientist is the best job in America; with a median base salary of $110,000 and thousands of job openings at a time. The skills necessary to be a good data scientist include being able to retrieve and work with data, and to do that you need to be well versed in SQL, the standard language for communicating with database systems.This course is designed to give you a primer in the fundamentals of SQL and working with data so that you can begin analyzing it for data science purposes. You will begin to ask the right questions and come up with good answers to deliver valuable insights for your organization. This course starts with the basics and assumes you do not have any knowledge or skills in SQL. It will build on that foundation and gradually have you write both simple and complex queries to help you select data from tables.  You'll start to work with different types of data like strings and numbers and discuss methods to filter and pare down your results. 

You will create new tables and be able to move data into them. You will learn common operators and how to combine the data. You will use case statements and concepts like data governance and profiling. You will discuss topics on data, and practice using real-world programming assignments. You will interpret the structure, meaning, and relationships in source data and use SQL as a professional to shape your data for targeted analysis purposes. 

Although we do not have any specific prerequisites or software requirements to take this course, a simple text editor is recommended for the final project. So what are you waiting for? This is your first step in landing a job in the best occupation in the US and soon the world!",458761,13428
data-science,"Everyday Excel, Part 1","Charlie Nuttelman","""Everyday Excel, Part 1"" is aimed at learners who are seeking to learn Excel from the ground up.  No experience with Excel is necessary.  While this course is meant for beginners of Excel, advanced users will undoubtedly pick up new skills and tools.This course is the first part of a three-part series and Specialization that focuses on teaching introductory through very advanced techniques and tools in Excel.  In this course (Part 1), you will: 1) learn how to effectively navigate around the Excel environment; 2) edit and format Excel worksheets; 3) implement basic to advanced Excel functions (including financial, logical, and text functions); 4) learn how to manage data sets (filter, remove duplicates, consolidate data, sort data, and validate data); and 5) learn how to effectively visualize data through scatterplots, column charts, and pie charts.

New to Excel?  That is entirely fine!  This course is meant to be fun, thought-provoking, and appeal to a wide audience.  No prior knowledge in programming nor advanced math skills are necessary.  The course is organized into 5 Weeks (modules). 

To pass each module, you'll need to pass a mastery quiz and complete a problem solving assignment.  This course is unique in that the weekly assignments are completed in-application (i.e., on your own computer in Excel), providing you with valuable hands-on training.",197926,2715
